"Charity Number","Charity Subsidiary Number","Charity Name","Charity Address","Charity Postcode","Charity Constituency","Phone","Email","Website","Last Recorded Financial Year","Last Recorded Income","Last Recorded Expenditure","Charity Status","Charity Type","How the charity helps","What the charity does","Who the charity helps","Activities","Charity Objects"
"311326","0","THE CHURCH SCHOOLS OF CAMBRIDGE (THE OLD SCHOOLS)","c/o St Philip's Church Centre, 185 Mill Road, Cambridge","CB1 3AN","Cambridge","01223411039","admin@csoc.org.uk","csoc.org.uk","31/12/2024","1024678","1178252","Registered","Other","Makes Grants To Individuals, Makes Grants To Organisations, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information, Sponsors Or Undertakes Research, Acts As An Umbrella Or Resource Body","Religious Activities, Arts/culture/heritage/science, Environment/conservation/heritage, Human Rights/religious Or Racial Harmony/equality Or Diversity","Children/young People","The objects of the Trust are to use Trust funds to:i)develop, insure, maintain and repair the school property of 4 city schools,ii)to provide grants to promote the education of persons under the age of 25 within the City of Cambridgeiii)to promote education, within the City of Cambridge, according to the principles and doctrines of the Church of England by means including Sunday Schools.","THE OBJECT OF THE CHARITY IS TO ADVANCE THE EDUCATION OF THE BENEFICIARIES THROUGH ANY OR ALL OF THE FOLLOWING METHODS:
(1)	THE PROVISION OF SITES FOR THE EXISTING SCHOOLS OF THE CHARITY IN THE CITY OF CAMBRIDGE WHICH SHALL BE CONDUCTED AS VOLUNTARY SCHOOLS WITHIN THE MEANING OF THE EDUCATION ACTS. 
(2)	THE PROVISION OF SITES FOR NEW SCHOOLS IN THE AREA OF BENEFIT.
(3)	THE PROVISION OF ITEMS, SERVICES AND FACILITIES FOR THE SCHOOLS.
(4)	IN PROMOTING THE EDUCATION (INCLUDING SOCIAL AND PHYSICAL TRAINING) OF THE BENEFICIARIES WITH A PREFERENCE FOR THOSE WHO ARE ABOUT TO ATTEND, ARE ATTENDING, OR HAVE FOR NOT LESS THAN 2 YEARS AT ANY TIME ATTENDED, AN EXISTING OR NEW SCHOOL OF THE CHARITY, AND WHO ARE IN NEED OF FINANCIAL ASSISTANCE BY:
(I)	AWARDING TO SUCH PERSONS SCHOLARSHIPS, EXHIBITIONS, BURSARIES, MAINTENANCE ALLOWANCES OR GRANTS TENABLE AT ANY SCHOOL, UNIVERSITY, COLLEGE OF EDUCATION, OR OTHER INSTITUTION OF FURTHER (INCLUDING PROFESSIONAL AND TECHNICAL) EDUCATION APPROVED FOR THE PURPOSE BY THE TRUSTEE;
(II)	PROVIDING FINANCIAL ASSISTANCE, OUTFITS, CLOTHING, TOOLS, INSTRUMENTS OR BOOKS TO ASSIST SUCH PERSONS TO PURSUE THEIR EDUCATION (INCLUDING THE STUDY OF MUSIC AND OTHER ARTS), TO UNDERTAKE TRAVEL IN FURTHERANCE THEREOF, OR TO PREPARE FOR OR ENTER A PROFESSION, TRADE, OCCUPATION OR SERVICE ON LEAVING SCHOOL, UNIVERSITY OR OTHER EDUCATIONAL ESTABLISHMENT.
(5)	IN PROMOTING OR ASSISTING IN THE PROMOTION OF EDUCATION IN THE AREA OF BENEFIT IN ACCORDANCE WITH THE PRINCIPLES AND DOCTRINES OF THE CHURCH OF ENGLAND INCLUDING THROUGH THE PROVISION, MAINTENANCE AND SUPPORT OF SUNDAY SCHOOLS."
"312425","0","The Portal Trust","The Portal Trust, 31 JEWRY STREET, LONDON","EC3N 2EY","Cities of London and Westminster","02074805884","hello@portaltrust.org","portaltrust.org","31/03/2024","8034899","6575247","Registered","Other","Makes Grants To Individuals, Makes Grants To Organisations, Provides Buildings/facilities/open Space","Education/training","Children/young People, Other Charities Or Voluntary Bodies","Grants for education to financially disadvantaged young people under 25 years resident in London. Provision of scholarships and bursaries to individuals, and grants to education projects and activities run by schools and organisations.","THE ESTABLISHMENT AND MAINTENANCE OF THE SCHOOLS OF THE TRUST KNOWN AS THE ALDGATE SCHOOL AND STEPNEY ALL SAINTS CHURCH OF ENGLAND SECONDARY SCHOOL. ASSISTANCE TO VOLUNTARY CHURCH OF ENGLAND SCHOOLS AND THE LONDON METROPOLITAN UNIVERSITY TO APPLY RESIDUE OF THE NET YEARLY INCOME OF THE TRUST IN ONE OR MORE OF THE FOLLOWING WAYS:- (A) IN AWARDING TO BENEFICIARIES EXHIBITIONS, SCHOLARSHIPS, BURSARIES OR MAINTENANCE ALLOWANCES TENABLE AT ANY SCHOOL, COLLEGE OF EDUCATION, UNIVERSITY, OR OTHER PLACE OF LEARNING APPROVED BY THE GOVERNORS; (B) IN PROVIDING FINANCIAL ASSISTANCE TO ANY CHURCH OF ENGLAND VOLUNTARY ORGANISATION IN THE INNER LONDON EDUCATION AREA HAVING CHARITABLE OBJECTS DIRECTED TO EDUCATING OR IMPROVING THE CONDITION OF LIFE OF BENEFICIARIES BY DEVELOPING THEIR PHYSICAL, MENTAL OR MORAL CAPACITIES THROUGH LEISURE-TIME ACTIVITIES. (C) IN AWARDING SCHOLARSHIPS OR MAINTENANCE ALLOWANCE TO ENABLE BENEFICIARIES TO TRAVEL ABROAD TO PURSUE THEIR EDUCATION. (D) IN OTHERWISE PROMOTING THE EDUCATION OF BENEFICIARIES."
"312703","0","DAME ALICE OWEN'S FOUNDATION","BREWERS' HALL, ALDERMANBURY SQUARE, LONDON","EC2V 7HR","Cities of London and Westminster","02076001801","","www.brewershall.co.uk","31/12/2024","4424419","3804613","Registered","Other","Makes Grants To Organisations","Education/training","Children/young People","Support for Dame Alice Owen's School and educational projects in the London Borough of Islington from the net divisible income of the Charity.","(A) 25% OF OF THE NET DIVISIBLE INCOME SHALL BE PAID TO OR AT THE DIRECTION OF THE POTTERS BAR SCHOOL GOVERNORS FOR THE BENEFIT OF THE POTTERS BAR SCHOOL;
(B) 25% OF THE NET DIVISIBLE INCOME SHALL BE APPLIED (I) IN PAYING OR SATISFYING THE ISLINGTON SPECIAL COSTS AND SUBJECT THERETO (II) FOR SUCH ISLINGTON EDUCATIONAL PURPOSES AS THE TRUSTEE SHALL FROM TIME TO TIME THINK FIT;
(C) 50% OF THE NET DIVISIBLE INCOME SHALL BE APPLIED (I) IN PAYING OR SATISFYING THE SCHOOL SPECIAL COSTS AND SUBJECT THERETO: (II) AT THE TRUSTEE'S DISCRETION, IN MEETING THE REASONABLE  REQUIREMENTS OF THE POTTERS BAR SCHOOL AND SUBJECT THERETO (III) IN PAYING OR SATISFYING THE ISLINGTON SPECIAL COSTS, AND SUBJECT THERETO (IV) FOR SUCH ISLINGTON EDUCATIONAL PURPOSES AS THE TRUSTEE SHALL FROM TIME TO TIME THINK FIT."
"312800","0","WALCOT EDUCATIONAL FOUNDATION","Walcot Foundation, 127 Kennington Road, London","SE11 6SF","Vauxhall and Camberwell Green","02077351925","office@walcotfoundation.org.uk","www.walcotfoundation.org.uk","31/03/2024","3241291","4384489","Registered","Other","Makes Grants To Individuals, Makes Grants To Organisations","Education/training, The Prevention Or Relief Of Poverty","Other Charities Or Voluntary Bodies","Our area of benefit is coterminous with the London Borough of Lambeth (though we are an entirely independent foundation).  We exist for the relief of poverty amongst Lambeth residents (mainly under 30 years of age) and we do this by promoting education (broadly defined).  Our aim is to offer a 'hand up', not a 'hand out', and to 'tackle poverty by creating opportunity'.","THE INCOME SHALL BE USED FOR THE PURPOSES OF REBUILDING AND IMPROVING THE PROPERTY OF THE FOUNDATION, MAINTENANCE OF THE SCHOOL PREMISES AND OTHER EDUCATIONAL BENEFITS (SEE SCHEME DATED 6 FEBRUARY 1991 FOR FULL DETAILS)."
"313119","0","KEREN ASSOCIATION LIMITED","136 CLAPTON COMMON, LONDON","E5 9AG","Hackney North and Stoke Newington","02088009677","mail@cohenarnold.com","","31/03/2024","3530634","14055811","Registered","Charitable company","Makes Grants To Organisations","General Charitable Purposes","Other Charities Or Voluntary Bodies","To further those purposes both in the United Kingdom and abroad recognised as charitable by English Law.","GENERAL CHARITABLE PURPOSES."
"313121","0","AHAVATH CHESSED CHARITABLE ASSOCIATION LIMITED","23 OVERLEA ROAD, LONDON","E5 9BG","Hackney North and Stoke Newington","02085579557","","","31/03/2024","3515150","2588196","Registered","Charitable company","Makes Grants To Individuals, Makes Grants To Organisations","General Charitable Purposes, Religious Activities","People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies","To establish provide and carry on in the United Kingdom and/or elsewhere a school or schools providing education of the highest order and to provide religious instructions and training therein in accordance with the doctrines and principles of religious Judaism and generally to foster education and moral and religious training in accordance with the said principles.","THE COMPANY IS ESTABLISHED FOR CHARITABLE PURPOSES ONLY AND (WITHOUT PREJUDICE TO THE FOREGOING WORDS) IN PARTICULAR: 1. FOR THE ADVANCEMENT OF RELIGION IN ACCORDANCE WITH THE ORTHODOX JEWISH FAITH; 2. FOR THE RELIEF OF POVERTY"
"313122","0","GERSON BERGER ASSOCIATION LIMITED","COHEN ARNOLD, NEW BURLINGTON HOUSE, 1075 FINCHLEY ROAD, LONDON","NW11 0PU","Finchley and Golders Green","02087310777","","","30/06/2024","5994209","4524243","Registered","Charitable company","Makes Grants To Organisations","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Religious Activities, Other Charitable Purposes","People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies","The charity is established for charitable purposes only and (without prejudice to the generality of the foregoing words) in particular to support the activities of Jewish religious organisations, especially in the field of education.  Donations are made to organisations providing a sound religious education in accordance with the doctrines of traditional Judaism.","ESTABLISH, PROVIDE AND CARRY ON SCHOOLS WHERE PUPILS MAY OBTAIN A SOUND EDUCATION OF THE HIGHEST ORDER, AND PROVIDE RELIGIOUS INSTRUCTION AND TRAINING THEREIN IN ACCORDANCE WITH THE DOCTRINES AND PRINCIPLES OF TRADIDTIONAL JUDAISM, AND TO PROVIDE ANY ACCOMMODATION WHICH MAY BE DESIRABLE FOR PUPILS ATTENDING SUCH SCHOOLS. PROVIDE PRIZES, SCHOLARSHIPS AND EXHIBITIONS FOR PUPILS AND STUDENTS WHETHER ATTENDING A COMPANY SCHOOL, OR ANY OTHER SCHOOL, COLLEGE OR INSTITUTION IN WHICH EDUCATION OR VOCATIONAL TRAINING IS PROVIDED."
"313654","0","SHULEM B. ASSOCIATION LIMITED","NEW BURLINGTON HOUSE, 1075 FINCHLEY ROAD, LONDON","NW11 0PU","Finchley and Golders Green","02087310777","","","30/09/2024","5283087","6367365","Registered","Charitable company","Makes Grants To Organisations","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Religious Activities","Other Charities Or Voluntary Bodies","The charity is established for charitable purposes only and (without prejudice to the generality of the foregoing words) in particular to support the activities of Jewish religious organisations, especially in the field of education. Donations are made to organisations providing a sound religious education in accordance with the doctrines of traditional Judaism.","THE COMPANY IS ESTABLISHED FOR CHARITABLE PURPOSES ONLY AND (WITHOUT PRJUDICE TO THE GENERALITY OF THE FOREGOING WORDS) IN PARTICULAR TO DO, PERFORM AND CARRY OUT ALL OR ANY OF THE FOLLOWING ACTS AND THINGS, NAMELY:- TO ESTABLISH, PROVIDE AND CARRY ON WHETHER IN THE UNITED KINGDOM OR ELSEWHERE, A SCHOOL OR SCHOOLS WHERE PUPILS MAY OBTAIN A SOUND EDUCATION AND TO PROVIDE RELIGIOUS INSTRUCTION AND TRAINING THEREIN IN ACCORDANCE WITH THE DOCTRINES AND PRINCIPALS OF TRADITIONAL JUDAISM."
"313690","0","THE UNITED WORLD COLLEGES (INTERNATIONAL)","3rd Floor, 55 New Oxford Street, London","WC1A 1BS","Holborn and St Pancras","02072697800","info@uwcio.uwc.org","http://www.uwc.org/","30/04/2024","9226000","9428000","Registered","Charitable company","Makes Grants To Organisations, Provides Human Resources, Provides Advocacy/advice/information, Sponsors Or Undertakes Research, Acts As An Umbrella Or Resource Body","General Charitable Purposes, Education/training","Children/young People","UWC MAKES EDUCATION A FORCE TO UNITE PEOPLE, NATIONS AND CULTURES FOR PEACE AND A SUSTAINABLE FUTURE. UWC SEEKS TO ACHIEVE THIS THROUGH 18 UWC SCHOOLS AND COLLEGES WORLDWIDE AND UWC NATIONAL COMMITTEES IN OVER 150 COUNTRIES.","THE OBJECTS OF THE CHARITY ARE THE ADVANCEMENT OF EDUCATION AND LEARNING AND IN PARTICULAR:-
(A) THE EDUCATION OF YOUTH IN LEADERSHIP, LOYALTY, RESPONSIBILITY AND RESPECT FOR AND UNDERSTANDING OF HUMAN DIGNITY, LIFE AND RIGHTS AND
(B) THE ENCOURAGEMENT OF INTERNATIONAL CO-OPERATION IN EDUCATION."
"313890","0","THE RAPHAEL FRESHWATER MEMORIAL ASSOCIATION","FRESHWATER GROUP OF COMPANIES, FRESHWATER HOUSE, 158-162 SHAFTESBURY AVENUE, LONDON","WC2H 8HR","Holborn and St Pancras","02078361555","","","31/03/2024","10614000","11982000","Registered","Charitable company","Makes Grants To Organisations","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Religious Activities","Other Charities Or Voluntary Bodies","The charity promotes religious education and observance within the tenets of Orthodox Judaism and is involved in the relief of poverty. The charity makes grants to organisations and institutions which operate in the charitable fields mentioned above.","THE COMPANY IS ESTABLISHED FOR CHARITABLE PURPOSES ONLY"
"314125","0","THE ROTHERMERE FOUNDATION","Memory House, Seaton, Ickham, Ickham, Kent","CT3 1SL","Canterbury","01227 721279","","","30/09/2024","1412324","3397452","Registered","Other","Makes Grants To Organisations","General Charitable Purposes, Education/training","Children/young People","Supporting Phd students from Memorial University of Newfoundland to continue their education in the UK, supporting Rothermere American Institute, Oxford, other grant making","“The Trustees shall stand possessed of the Trust Property upon the trusts following that is to say:-            
(a)        Upon trust to apply such of the income thereof as the Trustees’ in their absolute discretion determine in perpetuity in establishing and maintaining scholarships to be known as ""Rothermere Scholarships"" and to be from time to time awarded in manner hereinafter mentioned to graduates of the Memorial University to be held and enjoyed by those graduates when taking post graduate courses at a United Kingdom University in accordance with the subsequent provisions of this Deed;
(b)        Subject as aforesaid upon trust to apply such of the income thereof as the Trustees in their absolute discretion determine to advance such charitable purposes (according to the law of England and Wales) as the Trustees see fit from time to time.”"
"325131","0","CITY OF LONDON SCHOOL WAR MEMORIAL FUND","1 CASSIOBURY PARK AVENUE, WATFORD","WD18 7LA","Watford","07860 868490","mabisrael@yahoo.co.uk","","30/04/2024","1470036","37406","Registered","Other","Makes Grants To Individuals, Makes Grants To Organisations","Education/training, The Prevention Or Relief Of Poverty","Other Defined Groups","Grants for educational and sporting puposes to the City of London School, its pupils and associated persons, Bursaries for less privileged pupils and the support of the above persons and former pupils and associates of the City of London School who are distressed or in poverty","TO ASSIST, ACCORDING TO CIRCUMSTANCES IN THE EDUCATION AND MAINTENANCE OF CHILDREN OF OLD CITZENS WHO FELL IN THE 1939/1945 WAR. NOTE THIS FUND DOES NOT EXTEND TO OR INCLUDE THE SPORTS GROUND FUND AMOUNTING TO $37 6S. 10D. MENTIONED IN THE AFFIDAVIT OF GEORGE EASTLAKE DAVIS FILED ON 17TH JUNE 1965."
"326019","0","BIKUR CHOLIM AND GEMILUTH CHESED TRUST","46 BROOM LANE, SALFORD","M7 4FJ","Bury South","01617922520","","","30/04/2024","1250190","1296714","Registered","Trust","Makes Grants To Individuals, Makes Grants To Organisations, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Religious Activities","Children/young People, Elderly/old People, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies","The three main areas of direct charitable activity are :-1. Direct grants and food support for families on low income.2. Direct grants to individuals to support further religious education.3. Direct grants to newly married couples and their families on low income.The split between institutional and individual grants is as set out in the accounts.","SUCH CHARITABLE PURPOSES AS THE TRUSTEES MAY FROM TIME TO TIME AT THEIR ABSOLUTE DISCRETION THINK FIT."
"326186","0","E B M CHARITABLE TRUST","Moore Family Office Ltd, 42 Berkeley Square, LONDON","W1J 5AW","Cities of London and Westminster","02073180845","ebm@moorefamilyofficegroup.com","","30/06/2024","1828341","2369388","Registered","Trust","Makes Grants To Organisations","General Charitable Purposes, The Advancement Of Health Or Saving Of Lives, Disability, The Prevention Or Relief Of Poverty, Amateur Sport, Animals, Environment/conservation/heritage, Economic/community Development/employment","Other Charities Or Voluntary Bodies","To support a wide variety of beneficiaries including charities involved in animal welfare and research, relief of poverty and youth development.","TO PAY OR APPLY THE ANNUAL INCOME OF THE TRUST FUND TO OR FOR THE BENEFIT OF SUCH CHARITABLE INSTITUTIONS OR CHARITABLE OBJECTS GENERALLY AND IN SUCH SHARES AND IN SUCH MANNER AS THE TRUSTEES SHALL IN THEIR ABSOLUTE DISCRETION FROM TIME TO TIME THINK FIT."
"326340","0","THE MERCERS CHARITABLE FOUNDATION","6 Frederick's Place, LONDON","EC2R 8AB","Cities of London and Westminster","02077264991","info@mercers.co.uk","www.mercers.co.uk","31/03/2024","7981000","3425000","Registered","Trust","Makes Grants To Organisations","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Economic/community Development/employment","Children/young People, Elderly/old People, Other Charities Or Voluntary Bodies, The General Public/mankind","Grant making programmes for:
1. Young People and Education;
2. Older People and Housing;
3. Church and Communities.","FOR SUCH CHARITABLE PURPOSES AS THE TRUSTEES SHALL IN THEIR DISCRETION DECIDE."
"326442","0","THE SHAAREI TORAH TRUST","Yeshivas Shaarei Torah, 38-40 Upper Park Road, SALFORD","M7 4GZ","Bury South","01617403129","ADMIN@YST613.CO.UK","","31/08/2024","1144768","1147629","Registered","Trust","Makes Grants To Individuals, Makes Grants To Organisations","General Charitable Purposes, Education/training, Religious Activities","People Of A Particular Ethnic Or Racial Origin","The charity raises funds to further Orthodox Jewish religious education. It distributes its funds to a Torah Talmudical College and grants bursaries to Rabbinical students.","1. TO PROMOTE JEWISH EDUCATION 2. THE RELIEF OF POVERTY"
