"Charity Number","Charity Subsidiary Number","Charity Name","Charity Address","Charity Postcode","Charity Constituency","Phone","Email","Website","Last Recorded Financial Year","Last Recorded Income","Last Recorded Expenditure","Charity Status","Charity Type","How the charity helps","What the charity does","Who the charity helps","Activities","Charity Objects"
"1166873","0","YOUNG MANCHESTER","Sister - Renold Building, 32a Altrincham Street, Manchester","M1 7JR","Manchester Central","07402919066","enquiries@youngmanchester.org","http://www.youngmanchester.org/","31/03/2024","796147","1091064","Registered","CIO","Makes Grants To Organisations, Provides Advocacy/advice/information, Sponsors Or Undertakes Research, Acts As An Umbrella Or Resource Body","General Charitable Purposes, Education/training, Economic/community Development/employment","Children/young People, Other Charities Or Voluntary Bodies","Support Youth and Play Provision in Manchester","‘TO ACT AS A RESOURCE FOR YOUNG PEOPLE UP TO THE AGE OF 19 (25 FOR YOUNG PEOPLE WITH ADDITIONAL NEEDS) IN MANCHESTER BY PROVIDING ADVICE AND ASSISTANCE AND ORGANISING PROGRAMMES OF PHYSICAL, EDUCATIONAL AND OTHER ACTIVITIES AS A MEANS OF: 
(A) TO ADVANCE IN LIFE AND HELPING YOUNG PEOPLE BY DEVELOPING THEIR SKILLS, CAPACITIES AND CAPABILITIES TO ENABLE THEM TO PARTICIPATE IN SOCIETY AS INDEPENDENT, MATURE AND RESPONSIBLE INDIVIDUALS; 
(B) TO ADVANCE EDUCATION IN YOUNG PEOPLE; 
(C) TO RELIEVE UNEMPLOYMENT IN YOUNG PEOPLE; 
(D) TO ADVANCE EMOTIONAL AND PHYSICAL HEALTH AND WELLBEING OF CHILDREN AND YOUNG PEOPLE; 
(E) TO PROVIDE RECREATIONAL AND LEISURE TIME ACTIVITY IN THE INTERESTS OF PERSONAL AND SOCIAL DEVELOPMENT FOR CHILDREN AND YOUNG PEOPLE LIVING IN THE AREA OF BENEFIT WHO HAVE NEED BY REASON OF THEIR YOUTH, AGE, INFIRMITY OR DISABILITY, POVERTY OR SOCIAL AND ECONOMIC CIRCUMSTANCES WITH A VIEW TO IMPROVING THE CONDITIONS OF LIFE OF SUCH PERSONS.’"
"1167018","0","THE AMPERSAND FOUNDATION","Waltons Business Advisers Ltd, Maritime House, Harbour Walk, HARTLEPOOL, Cleveland","TS24 0UX","Hartlepool","01429234414","info@theampersandfoundation.com","www.theampersandfoundation.com","31/03/2024","725789","1038716","Registered","Charitable company","Makes Grants To Organisations","Education/training, Arts/culture/heritage/science","The General Public/mankind","The main activity to further the Foundation's purpose is the making of grants.","THE OBJECTS OF THE CHARITY ARE FOR THE PUBLIC BENEFIT TO ADVANCE EDUCATION AND APPRECIATION IN THE VISUAL ARTS IN ALL FORMS IN SUCH WAYS AS THE TRUSTEES MAY DETERMINE."
"1167201","0","THE MORDAUNT FOUNDATION","St Andrew's House, St Andrew's Road, Avonmouth, BRISTOL","BS11 9DQ","Bristol North West","0117 9820000","","","30/06/2024","835853","141403","Registered","CIO","Makes Grants To Individuals, Makes Grants To Organisations","General Charitable Purposes","The General Public/mankind","To advance such charitable purposes (according to the laws of England) as the charity trustees see fit from time to time by making grants to organisations and individuals for the relief of poverty in the United Kingdom and sub-Saharan Africa, including the provision of improved healthcare and enhanced educational and sporting opportunities for children and their families","TO ADVANCE SUCH CHARITABLE PURPOSES (ACCORDING TO THE LAWS OF ENGLAND AND WALES) AS THE CHARITY TRUSTEES SEE FIT FROM TIME TO TIME BY MAKING GRANTS TO ORGANISATIONS AND INDIVIDUALS."
"1167369","0","WELLINGTON MANAGEMENT UK FOUNDATION","WELLINGTON MANAGEMENT INTERNATIONAL, LTD, 80 VICTORIA STREET, LONDON","SW1E 5JL","Cities of London and Westminster","02071266000","wmukf@wellington.com","www.wellington.com/en-gb/community-engagement/","31/12/2023","841074","921529","Registered","Charitable company","Makes Grants To Individuals, Makes Grants To Organisations","General Charitable Purposes","Children/young People, The General Public/mankind","Providing Educational Grants for economically disadvantaged youth.","THE OBJECTS OF THE FOUNDATION ARE THE FURTHERANCE OF SUCH CHARITABLE PURPOSE OR CHARITABLE PURPOSES AS THE TRUSTEES IN THEIR ABSOLUTE DISCRETION SEE FIT."
"1167487","0","MAGIC BUS GLOBAL","Magic Bus Global, Cawley Priory, South Pallant, CHICHESTER, West Sussex","PO19 1SY","Chichester","07395586181","coreen@magicbusuk.org","www.magicbusuk.org","31/03/2024","694336","468288","Registered","Charitable company","Makes Grants To Organisations, Provides Services, Provides Advocacy/advice/information, Acts As An Umbrella Or Resource Body","Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Economic/community Development/employment, Recreation","Children/young People, Other Charities Or Voluntary Bodies","Magic Bus Global was established as the international strategic lead and coordinating organisation within the Magic Bus global network to promote, develop, support, oversee and coordinate the delivery of Magic Bus programmes around the world.","TO RELIEVE POVERTY, PARTICULARLY (WITHOUT LIMITATION):
- AMONG CHILDREN AND YOUNG PEOPLE ACROSS THE GLOBE;
- THROUGH PROMOTING, PROVIDING AND SUPPORTING COMMUNITY SCHEMES INCORPORATING: MENTORING; EDUCATION AND TRAINING; ENHANCING EMPLOYABILITY AND LIVELIHOOD SKILLS; LEISURE, RECREATION AND SPORTING ACTIVITY; AND ADVICE AND INFORMATION ON HEALTH, EQUALITY, DIVERSITY AND SIMILAR ISSUES."
"1167515","0","PLYMOUTH VCSE","Box Number 48, HQ Building, 237 Union Street, Plymouth","PL1 3HQ","Plymouth Sutton and Devonport","01752 741 411","Info@plymouthoctopus.org","www.plymouthoctopus.org","31/03/2024","834394","699796","Registered","CIO","Makes Grants To Organisations, Provides Other Finance, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information, Acts As An Umbrella Or Resource Body, Other Charitable Activities","General Charitable Purposes, Education/training, Economic/community Development/employment","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies, The General Public/mankind","PVCSE (our common name being POP+) is Plymouth's infrastructure and co-ordinating body for the voluntary and community sector.  Our organisation convenes networks, delivers funding advice and capacity building and seeks strategic influence on behalf of the sector in all aspects of City life.  PVCSE works collaboratively within and across all other sectors.","TO PROMOTE THE VOLUNTARY SECTOR AND TO PROMOTE THE EFFICIENCY AND EFFECTIVENESS OF OTHER CHARITABLE ORGANISATIONS FOR THE BENEFIT OF THE PUBLIC IN THE AREA OF PLYMOUTH AND ITS ENVIRONS BY:
I.LIAISING BETWEEN CHARITIES, VOLUNTARY ORGANISATIONS, GOVERNMENT AGENCIES AND OTHER GROUPS ON RELEVANT ISSUES; II.PROVIDING TRAINING, CONFERENCES AND SEMINARS ON SUBJECTS RELEVANT TO THEIR EFFICIENCY; III.IDENTIFYING THEIR NEEDS AND ESTABLISHING PROJECTS OR POLICIES TO ADDRESS THEM; IV.ASSISTING IN THE ADMINISTRATION OF FUNDING PROGRAMMES TO CHARITIES AND VOLUNTARY ORGANISATIONS, MONITORING FOR GRANTS, RECOMM ENDING GRANTS, ASSISTING IN APPLICATIONS FOR GRANTS; V.PROVIDING INFORMATION TO THE PRESS AND THE PUBLIC ON THE OPERATION OF, OR PROBLEMS ENCOUNTERED BY THEM; VI.PROVIDING SERVICES TO THEM SUCH AS LEGAL, ACCOUNTANCY AND MANAGEMENT ADVICE SERVICES; VII.PROVIDING ADVICE AND INFORMATION ON FUND-RAISING TECHNIQUES APPROPRIATE FOR VOLUNTARY ORGANISATIONS AND CHARITIES; VIII. ACTING AS A REPRESENTATIVE IN RELATION TO GOVERNMENT POLICIES AND LEGISLATION. 
THE VOLUNTARY SECTOR’ MEANS CHARITIES AND VOLUNTARY ORGANISATIONS. - CHARITIES ARE ORGANISATIONS, WHICH ARE ESTABLISHED FOR EXCLUSIVELY CHARITABLE PURPOSES IN ACCORDANCE WITH THE LAW OF ENGLAND AND WALES. - VOLUNTARY ORGANISATIONS ARE INDEPENDENT ORGANISATIONS, WHICH ARE ESTABLISHED FOR PURPOSES THAT ADD VALUE TO THE COMMUNITY AS A WHOLE, OR A SIGNIFICANT SECTION OF THE COMMUNITY, AND WHICH ARE NOT PERMITTED BY THEIR CONSTITUTION TO MAKE A PROFIT FOR PRIVATE DISTRIBUTION.VOLUNTARY ORGANISATIONS DO NOT INCLUDE LOCAL GOVERNMENT OR OTHER STATUTORY AUTHORITIES."
"1167682","0","ARMED FORCES EDUCATION TRUST","PO Box 684, Farnham, Surrey","GU9 1LP","Farnham and Bordon","07464732000","admin@armedforceseducation.org","www.armedforceseducation.org","31/08/2024","523844","965252","Registered","CIO","Makes Grants To Individuals, Makes Grants To Organisations","Education/training","Children/young People, Other Defined Groups","To provide educational support for children effected by military life.","FOR THE PUBLIC BENEFIT THE ADVANCEMENT OF EDUCATION (INCLUDING SOCIAL AND PHYSICAL TRAINING) OF PEOPLE UNDER THE AGE OF 25 YEARS WHO ARE OR WERE DEPENDENTS OF SERVING OR FORMER MEMBERS OF THE ARMED FORCES OF THE CROWN IN SUCH WAYS AS THE CHARITY TRUSTEES THINK FIT, INCLUDING BY:
(A) AWARDING TO SUCH PERSONS SCHOLARSHIPS, MAINTENANCE ALLOWANCES OR GRANTS TENABLE AT ANY SCHOOL, UNIVERSITY, COLLEGE OR INSTITUTION OF HIGHER OR FURTHER EDUCATION; 
(B) PROVIDING THEIR EDUCATION (INCLUDING THE STUDY OF MUSIC, OTHER ARTS OR SPORTS), TO UNDERTAKE TRAVEL IN FURTHERANCE OF THAT EDUCATION OR TO PREPARE FOR ENTRY TO ANY OCCUPATION, TRADE OR PROFESSION ON LEAVING ANY EDUCATIONAL ESTABLISHMENT;
(C) PROVIDING TO EDUCATIONAL AND TRAINING ESTABLISHMENTS SECONDARY FUNDING TO ENABLE ADDITIONAL RESOURCES (NOT OTHERWISE AVAILABLE) TO BE MADE AVAILABLE TO SUPPORT THE EDUCATION OF SUCH PERSONS."
"1168216","0","BEIS HATALMUD TRUST","86 HILLSIDE ROAD, LONDON","N15 6NB","Tottenham","02082117049","beishatalmudlondon@gmail.com","","30/11/2023","650731","654228","Registered","Trust","Makes Grants To Individuals, Makes Grants To Organisations","Education/training, The Prevention Or Relief Of Poverty","The General Public/mankind","1) The prevention or relief of poverty particularly but not exclusively in the London Borough of Hackney by providing grants, items or services to individuals in need and/or charities, or other organisations working .2) to promote the education of the public by developing their mental, physical and moral capabilities through educational activities or in any other way the charity trustees deem fit.","I.THE PREVENTION OR RELIEF OF POVERTY PARTICULARLY BUT NOT EXCLUSIVELY IN THE LONDON BOROUGH OF HACKNEY BY PROVIDING: GRANTS, ITEMS OR SERVICES TO INDIVIDUALS IN NEED AND/OR CHARITIES, OR OTHER ORGANISATIONS WORKING TO PREVENT OR RELIEVE POVERTY.II. TO PROMOTE THE EDUCATION OF THE PUBLIC BY DEVELOPING THEIR MENTAL, PHYSICAL AND MORAL CAPABILITIES THROUGH EDUCATIONAL ACTIVITIES OR IN ANY OTHER WAY THE CHARITY TRUSTEES DEEM FIT."
"1168435","0","ForRefugees","13A RADCLIFFE ROAD, CROYDON","CR0 5QG","Croydon South","07743 870208","contact@forrefugees.org","www.forrefugees.org","30/06/2024","753569","728488","Registered","CIO","Makes Grants To Individuals, Makes Grants To Organisations, Acts As An Umbrella Or Resource Body","Education/training, The Prevention Or Relief Of Poverty, Accommodation/housing, Economic/community Development/employment, Human Rights/religious Or Racial Harmony/equality Or Diversity","Other Defined Groups","We raise money from individual and business donations, grants, trusts, and other fundraising activities to buy critical grassroots humanitarian aid and urgent relief services so that refugee men, women and children survive, and build new lives, in Europe. We are trusted to get the right aid to those who need it when they need it via our effective network of on-the-ground volunteer partners.","FOR THE PUBLIC BENEFIT THE RELIEF OF THE NEEDS AND THE ADVANCEMENT OF THE EDUCATION OF REFUGEES WHEREVER THEY ARE IN THE WORLD, PARTICULARLY, BUT NOT EXCLUSIVELY, BY THE PROVISION OF GRANTS AND OTHER ASSISTANCE TO CHARITIES AND OTHER ORGANISATIONS WHICH WORK WITH REFUGEES. 
IN THE ABOVE OBJECT 'REFUGEES' MEANS PEOPLE WHO HAVE BEEN FORCED TO LEAVE THEIR COUNTRY IN ORDER TO ESCAPE WAR, PERSECUTION, OR NATURAL DISASTER."
"1168500","0","THE STUART HINE TRUST CIO","40, Chapel Road, Pawlett, Bridgwater, Somerset","","","07495193046","melanie@stuarthinetrust.com","https://howgreatthouartofficial.com/","31/03/2024","626716","646189","Registered","CIO","Makes Grants To Individuals, Makes Grants To Organisations","Religious Activities","Other Charities Or Voluntary Bodies, Other Defined Groups","The Trust administers royalties due from the hymn How Great Thou Art! and its derivatives, invest the receipts and ensure that the resulting funds are used for charitable purposes only.","FOR THE BENEFIT OF SUCH CHARITIES OR FOR SUCH CHARITABLE PURPOSES AS THE CHARITY TRUSTEES MAY IN THEIR UNCONTROLLED DISCRETION DETERMINE HAVING REGARD TO THE DESIRE OF THE LATE STUART KEENE HINE TO GIVE FINANCIAL SUPPORT TO CHRISTIAN CHURCHES, CHRISTIAN ORGANISATIONS AND INDIVIDUALS, BUT NOT SO AS TO RESTRICT THE SCOPE OF THE CHARITIES WHICH MAY BE BENEFITED."
"1168864","0","REMODIFYZ TRUST","Melinek Fine Llp, Winston House, 349 Regents Park Road, LONDON","N3 1DH","Finchley and Golders Green","02034112001","","","07/05/2024","514334","187567","Registered","Charitable company","Makes Grants To Organisations","Education/training, Disability, The Prevention Or Relief Of Poverty, Religious Activities","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies","Support activities of religious Jewish organisations","THE ADVANCEMENT OF THE ORTHODOX JEWISH RELIGION, ORTHODOX JEWISH EDUCATION AND EDUCATION IN GENERAL INCLUDING THE PROVISION OF GRANTS FOR THE FURTHERANCE OF EDUCATION.
THE RELIEF OF POVERTY, SICKNESS AND INFIRMITY FOR THE PUBLIC BENEFIT.
SUCH OTHER PURPOSES AS ARE CHARITABLE ACCORDING TO ENGLISH LAW AS THE TRUSTEES MAY FROM TIME TO TIME IN
THEIR ABSOLUTE DISCRETION DETERMINE."
"1169379","0","THE HORIZON FOUNDATION","10 Westgate Close, NORWICH","NR2 3NQ","Norwich South","07950374905","mail@horizonfoundation.info","www.horizonfoundation.info","31/07/2024","597994","700788","Registered","CIO","Makes Grants To Individuals, Makes Grants To Organisations","General Charitable Purposes, Education/training","Children/young People, The General Public/mankind","Promoting the education of women, children and young people, in particular from refugee communities in the Middle East and Asia. Relief of financial and other hardships of women, children and young people, particularly from refugee communities listed above. Any other charitable purposes according to the law of England and Wales in any part of the world and in such manner as the trustees think fit.","1. THE ADVANCEMENT OF THE EDUCATION OF WOMEN, CHILDREN AND YOUNG PEOPLE, IN PARTICULAR THOSE FROM REFUGEE COMMUNITIES IN THE MIDDLE EAST AND ASIA.
2. THE RELIEF OF WOMEN, CHILDREN AND YOUNG PEOPLE IN NEED, BY REASON OF YOUTH, AGE, ILL-HEALTH, DISABILITY, FINANCIAL HARDSHIP OR OTHER DISADVANTAGE, IN PARTICULAR THOSE FROM REFUGEE COMMUNITIES IN THE MIDDLE EAST AND ASIA.
3. ANY OTHER CHARITABLE PURPOSES ACCORDING TO THE LAW OF ENGLAND AND WALES IN ANY PART OF THE WORLD AND IN SUCH MANNER AS THE TRUSTEES MAY IN THEIR ABSOLUTE DISCRETION THINK FIT."
"1169474","0","The Creator Share Foundation","The Creator Share Foundation, 86-90 Paul Street, LONDON","EC2A 4NE","Hackney South and Shoreditch","+447825598497","enquiries@sharetanzania.com","www.sharetanzania.com","31/10/2024","770961","850126","Registered","CIO","Makes Grants To Organisations, Provides Other Finance","The Prevention Or Relief Of Poverty","Other Charities Or Voluntary Bodies","The Creator Share Foundation helps relieve poverty for public benefit, in particular but not exclusively by the provision of children's homes, community buildings, grants, school fees, medical fees, books and equipment to children and young people, including but not exclusively those with special needs, HIV/aids and singe guardian special needs families living in Tanzania.","TO RELIEVE POVERTY FOR THE PUBLIC BENEFIT, IN PARTICULAR BUT NOT EXCLUSIVELY BY THE PROVISION OF CHILDREN'S HOMES, COMMUNITY BUILDINGS, SCHOOL FEES, MEDICAL FEES, BOOKS, EQUIPMENT AND GRANTS TO CHILDREN AND YOUNG PEOPLE, INCLUDING BUT NOT EXCLUSIVELY THOSE WITH SPECIAL NEEDS, HIV/AIDS AND SINGLE GUARDIAN SPECIAL NEEDS FAMILIES LIVING IN TANZANIA."
"1170157","0","DOVEDALE","71 QUEEN VICTORIA STREET, LONDON","EC4V 4AY","Cities of London and Westminster","02073953106","","","31/12/2023","815605","205725","Registered","CIO","Makes Grants To Individuals, Makes Grants To Organisations","General Charitable Purposes","The General Public/mankind","The purpose of the charity is to advance such charitable purposes as the charity trustees see fit from time to time by making grants to organisations and individuals. The charity aims include the advancement of: 
- Education;
- Arts, culture, heritage and science;
- Human rights, conflict resolution and reconciliation; and the promotion of religious harmony, equality and diversity.","TO ADVANCE SUCH CHARITABLE PURPOSES (ACCORDING TO THE LAW OF ENGLAND AND WALES) AS THE CHARITY TRUSTEES SEE FIT FROM TIME TO TIME BY MAKING GRANTS TO ORGANISATIONS AND INDIVIDUALS."
"1170217","0","THE RGSW AND AOS FOUNDATION","RGS WORCESTER, UPPER TYTHING, WORCESTER, WORCESTERSHIRE","WR1 1HP","Worcester","01905 613391","Foundation@rgsw.org.uk","www.rgsw.org.uk","31/08/2024","530127","383367","Registered","Charitable company","Makes Grants To Individuals, Makes Grants To Organisations","Education/training","Children/young People","The RGSW and AOS Foundation operates within Worcestershire to advance the education of pupils at RGS Worcester. It undertakes fundraising to support bursary provision and to assist with capital projects at the School.","2.1THE CHARITY'S OBJECTS ARE RESTRICTED SPECIFICALLY, IN EACH CASE ONLY FOR THE PUBLIC BENEFIT, TO:
(A)ADVANCING THE EDUCATION OF THE PUPILS AT THE SCHOOLS BY:
(I)PROVIDING AND ASSISTING IN THE PROVISION OF FACILITIES AND RESOURCES (INCLUDING PREMISES, EQUIPMENT AND SERVICES) FOR EDUCATION AT THE SCHOOLS;
(II)AWARDING TO PUPILS AT THE SCHOOLS (OR FOR THEIR BENEFIT) BURSARIES, SCHOLARSHIPS, MAINTENANCE ALLOWANCES OR GRANTS, OR MAKING LOANS TO PUPILS OR FOR THEIR BENEFIT, OR PROVIDING PUPILS WITH BOOKS, EQUIPMENT OR CLOTHING FOR THE PURPOSES OF THEIR EDUCATION;
(III)PROVIDING ANY PART OF THEIR EDUCATION (INCLUDING THE STUDY OF MUSIC OR OTHER ARTS OR SOCIAL OR PHYSICAL EDUCATION);
(IV)ASSISTING THEM TO UNDERTAKE TRAVEL IN FURTHERANCE OF THEIR EDUCATION;
(V)HELPING THEM TO PREPARE FOR ENTRY INTO ANY OTHER EDUCATIONAL ESTABLISHMENT OR INTO ANY OCCUPATION, TRADE OR PROFESSION ON LEAVING THE SCHOOLS;
(VI)DEVELOPING THEIR MENTAL, PHYSICAL AND MORAL CAPABILITIES THROUGH LEISURE TIME ACTIVITIES.
(B)ADVANCING THE EDUCATION OF PERSONS WHO ARE EDUCATED BY OR WITH THE SUPPORT OF THE SCHOOLS CHARITY BY SUPPORTING THE CHARITABLE OBJECTS OF THE SCHOOLS CHARITY, BY:
(I)MAKING GRANTS OR LOANS OR OTHERWISE PROVIDING FINANCIAL SUPPORT TO THE SCHOOLS CHARITY FOR ITS GENERAL CHARITABLE PURPOSES OR FOR SPECIFIC CHARITABLE PURPOSES;
(II)DOING IN RELATION TO THE SCHOOLS CHARITY AND ITS CHARITY BENEFICIARIES ANY OF THE THINGS WHICH ARE PERMITTED IN RELATION TO THE SCHOOLS AND THEIR PUPILS BY ARTICLE 2.1(A);
(C)IN CONNECTION WITH THE SCHOOLS OR THE SCHOOLS CHARITY, PROMOTING THE EDUCATION OF PEOPLE UNDER THE AGE OF 25 YEARS IN THE COUNTY OF WORCESTERSHIRE IN SUCH WAYS AS THE TRUSTEES THINK FIT, INCLUDING BY:
(I)ENABLING THEM TO HAVE ACCESS TO AND TO MAKE USE OF EDUCATIONAL FACILITIES AND RESOURCES OF THE SCHOOLS OR OF THE SCHOOLS CHARITY; OR 
(II)ATTENDING THE SCHOOLS.
2.2 IN ARTICLE 2.1 EDUCATION INCLUDES:
(A)THE STUDY OF MUSIC OR OTHER ARTS;
(B)SOCIAL AND PHYSICAL EDUCATION;
(C)DEVELOPING MENTAL, PHYSICAL AND MORAL CAPABILITIES THROUGH LEISURE TIME ACTIVITIES;
IN EACH CASE ANCILLARY TO OR AT THE SAME TIME AS GENERAL EDUCATION WHETHER OR NOT SUCH GENERAL EDUCATION IS PROVIDED BY OR THROUGH THE SCHOOLS, THE SCHOOLS CHARITY OR THE CHARITY, BUT IN EACH CASE PROVIDED THAT THE PROMOTION OF SUCH EDUCATION IS CHARITABLE IN LAW AND FOR THE PUBLIC BENEFIT.
2.3 IN DECIDING WHETHER ANY ACTIVITY IS FOR THE PUBLIC BENEFIT, THE TRUSTEES SHALL HAVE REGARD TO ANY STATUTORY GUIDANCE ON PUBLIC BENEFIT FOR THE TIME BEING PUBLISHED BY THE CHARITY COMMISSION."
"1170278","0","TZIDKAS YOSEF","MMR Homes, 421 Bury New Road, SALFORD","M7 4ED","Salford","01618506455","tzidkasyosef@gmail.com","","31/08/2024","749037","512899","Registered","Trust","Makes Grants To Organisations","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty, Religious Activities","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies","THE FURTHERANCE OF JEWISH EDUCATION AND THE RELIEF OF POVERTY.","TO PROMOTE ADVANCE AND PROVIDE STRICTLY ORTHODOX JEWISH EDUCATION ANYWHERE IN THE WORLD AND TO GENERALLY FURTHER PROMOTE ALL ACTIVITIES IN CONNECTION THEREWITH.
TO PROMOTE AND ADVANCE RELIGION ANYWHERE IN THE WORLD IN ACCORDANCE WITH THE DOCTRINES AND PRINCIPLES OF ORTHODOX JUDAISM.
TO PROMOTE THE RELIEF OF POVERTY AMONGST PERSONS OF THE JEWISH FAITH.
TO FURTHER SUCH OTHER CHARITABLE PURPOSES WHICH THE TRUSTEES MAY DETERMINE ARE CONNECTED WITH THE ABOVE OBJECTS."
"1170335","0","THE GRAND CHARITY","THE GRAND CHARITY, FREEMASONS HALL, 60 GREAT QUEEN STREET, LONDON","WC2B 5AZ","Holborn and St Pancras","02031463333","info@mcf.org.uk","www.mcf.org.uk","31/03/2024","879000","751000","Registered","Charitable company","Makes Grants To Individuals, Makes Grants To Organisations, Provides Services","General Charitable Purposes, The Advancement Of Health Or Saving Of Lives, Disability, The Prevention Or Relief Of Poverty","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies, Other Defined Groups, The General Public/mankind","The objects of the Charity shall be to support such charitable institutions, objects or purposes as the Trustees shall in their absolute discretion from time to time determine.","THE OBJECTS OF THE CHARITY SHALL BE TO SUPPORT SUCH CHARITABLE INSTITUTIONS, OBJECTS OR PURPOSES AS THE TRUSTEES SHALL IN THEIR ABSOLUTE DISCRETION FROM TIME TO TIME DETERMINE.
THE OBJECTS MAY BE AMENDED BY SPECIAL RESOLUTION BUT ONLY WITH THE PRIOR WRITTEN CONSENT OF THE COMMISSION."
"1171554","0","YOUNG EALING FOUNDATION","Percy Bilton House, 7 Culmington Road, LONDON","W13 9NB","Ealing Southall","02085793650","info@youngealingfoundation.org.uk","https://www.youngealingfoundation.org.uk/","31/03/2025","705510","736419","Registered","CIO","Makes Grants To Organisations, Provides Services, Provides Advocacy/advice/information, Sponsors Or Undertakes Research, Acts As An Umbrella Or Resource Body","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Economic/community Development/employment","Children/young People, People With Disabilities, Other Charities Or Voluntary Bodies","To support and advance voluntary sector organisations to build sustainable youth provision working in the local area for the benefit of children and young people aged 0 - 25.Provide a small grants programme to its membership","TO PROMOTE EFFICIENCY AND EFFECTIVENESS IN THE CHARITABLE ACTIVITIES OF NOT-FOR-PROFIT ORGANISATIONS, VOLUNTARY GROUPS AND CHARITIES WORKING WITH YOUNG PEOPLE AND OPERATING IN THE LOCAL GOVERNMENT AREA OF LONDON BOROUGH OF EALING AND ELSEWHERE (""THE AREA OF BENEFIT"")INCLUDING BY:
A)CO-ORDINATING BOTH EXISTING CHARITABLE AND NON-CHARITABLE AGENCIES THAT HAVE A COMMON GOAL OF PROVIDING CHARITABLE SERVICES OR RELIEF TO YOUNG PEOPLE; 
B)LIAISING WITH, AND ACTING AS A FORUM FOR THE EXCHANGE OF INFORMATION BETWEEN, AGENCIES WORKING WITH YOUNG PEOPLE IN ORDER TO IDENTIFY GAPS IN THE RANGE OF CHARITABLE SERVICES AVAILABLE TO THE YOUNG PEOPLE THEY SERVE."
"1171692","0","PARTNERSHIP FOR OBSERVATION OF THE GLOBAL OCEAN","PLYMOUTH MARINE LABORATORY, PROSPECT PLACE, PLYMOUTH","PL1 3DH","Plymouth Sutton and Devonport","01752633424","pogoadmin@pml.ac.uk","https://pogo-ocean.org","31/03/2024","675431","778509","Registered","CIO","Makes Grants To Individuals, Makes Grants To Organisations, Provides Advocacy/advice/information, Sponsors Or Undertakes Research, Acts As An Umbrella Or Resource Body","Education/training, Arts/culture/heritage/science, Environment/conservation/heritage","The General Public/mankind","The charity brings together the world's major oceanographic institutes to plan joint actions to advance sustained ocean observations for societal benefit. It provides professional training opportunities for early-career scientists to develop the worldwide capacity for sustained ocean observations, and advocates at public and policy levels for the need for sustained funding for the observing system","TO ADVANCE THE SCIENCE OF GLOBAL OCEAN OBSERVATION FOR THE PUBLIC BENEFIT IN PARTICULAR (BUT NOT EXCLUSIVELY) BY 
- ADVANCING EDUCATION IN GLOBAL OCEAN OBSERVATION BY IDENTIFYING AREAS OF FURTHER STUDY FOR DEVELOPING THE SCIENCE OF GLOBAL OCEAN OBSERVATION
- THE PROMOTION OF RESEARCH IN GLOBAL OCEAN OBSERVATION FOR THE PUBLIC BENEFIT AND THE PUBLICATION AND DISSEMINATION OF THE USEFUL RESULTS OF SUCH RESEARCH
- THE PROVISION OF SCHOLARSHIPS AND RESEARCH FELLOWSHIPS
- THE PROMOTION OF INNOVATION AND TECHNOLOGY IN THE SCIENCE OF GLOBAL OCEAN OBSERVATION"
"1171822","0","THE LAWSON TRUST CIO","Riverside Business Centre, River Lawn Road, TONBRIDGE, Kent","TN9 1EP","Tonbridge","00","enquires@lawsontrust.org","www.lawsontrust.org","31/03/2024","784323","895025","Registered","CIO","Makes Grants To Organisations","Education/training, The Advancement Of Health Or Saving Of Lives, Disability, The Prevention Or Relief Of Poverty, Arts/culture/heritage/science, Environment/conservation/heritage, Economic/community Development/employment","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies","The CIO is a grant making charity concentrating support to organisations in the south east of England.  The trustees concentrate their support on the following:
?	Arts and Heritage
?	Education
?	Environment
?	Health
?	Social & economic disadvantage
The trustees do not support:
?	Individuals
?	Non registered charities
?	Overseas charities
?	Political parties
?	Promotion of religion","TO FURTHER SUCH EXCLUSIVELY CHARITABLE PURPOSES FOR THE PUBLIC BENEFIT ACCORDING TO THE LAW OF ENGLAND AND WALES AS THE CHARITY TRUSTEES SHALL IN THEIR ABSOLUTE DISCRETION DETERMINE."
